Site,Year,Start,End,Tran,Plot ,Species,SdlDensity,Poa,BG,Rock,GREAUS_AdultDen
R2021O,2012,10:00,18:00,1,9,PROCUN,0,60,5,15,44
R2021O,2012,10:00,18:00,1,10,PROCUN,0,35,1,0,44
R2021O,2012,10:00,18:00,2,11,PROCUN,0,48,15,0,71
R2021O,2012,10:00,18:00,2,12,PROCUN,0,63,13,0,71
R2021O,2012,10:00,18:00,2,13,PROCUN,0,33,25,0,71
R2021O,2012,10:00,18:00,2,14,PROCUN,0,18,23,0,71
R2021O,2012,10:00,18:00,2,15,PROCUN,0,18,28,0,71
R2021O,2012,10:00,18:00,2,16,PROCUN,0,58,16,0,71
R2021O,2012,10:00,18:00,2,17,PROCUN,0,53,9,0,71
R2021O,2012,10:00,18:00,2,18,PROCUN,0,54,2,0,71
R2021O,2012,10:00,18:00,2,19,PROCUN,0,50,6,0,71
R2021O,2012,10:00,18:00,2,20,PROCUN,0,9,10,0,71
R2021O,2012,10:00,18:00,3,21,PROCUN,0,78,8,0,92
R2021O,2012,10:00,18:00,3,22,PROCUN,0,15,3,0,92
R2021O,2012,10:00,18:00,3,23,PROCUN,0,85,2,0,92
R2021O,2012,10:00,18:00,3,24,PROCUN,0,37,10,0,92
R2021O,2012,10:00,18:00,3,25,PROCUN,0,25,2,0,92
R2021O,2012,10:00,18:00,3,26,PROCUN,0,58,2,0,92
R2021O,2012,10:00,18:00,3,27,PROCUN,0,38,18,0,92
R2021O,2012,10:00,18:00,3,28,PROCUN,0,19,15,0,92
R2021O,2012,10:00,18:00,3,29,PROCUN,0,45,15,0,92
R2021O,2012,10:00,18:00,3,30,PROCUN,0,10,2,0,92
R2021O,2012,10:00,18:00,4,31,PROCUN,0,68,5,0,94
R2021O,2012,10:00,18:00,4,32,PROCUN,0,42,13,0,94
R2021O,2012,10:00,18:00,4,33,PROCUN,0,23,10,0,94
R2021O,2012,10:00,18:00,4,34,PROCUN,0,72,12,0,94
R2021O,2012,10:00,18:00,4,35,PROCUN,0,20,20,0,94
R2021O,2012,10:00,18:00,4,36,PROCUN,0,52,14,0,94
R2021O,2012,10:00,18:00,4,37,PROCUN,0,58,25,0,94
R2021O,2012,10:00,18:00,4,38,PROCUN,0,50,2,0,94
R2021O,2012,10:00,18:00,4,39,PROCUN,0,60,12,0,94
R2021O,2012,10:00,18:00,4,40,PROCUN,0,68,12,0,94
R3012O,2012,14:05,17:45,1,1,PROCUN,0,92,0,0,14
R3012O,2012,14:05,17:45,1,2,PROCUN,0,66,8,0,14
R3012O,2012,14:05,17:45,1,3,PROCUN,0,80,1,0,14
R3012O,2012,14:05,17:45,1,4,PROCUN,0,83,0,0,14
R3012O,2012,14:05,17:45,1,5,PROCUN,0,92,1,0,14
R3012O,2012,14:05,17:45,1,6,PROCUN,0,94,1,0,14
R3012O,2012,14:05,17:45,1,7,PROCUN,0,92,1,0,14
R3012O,2012,14:05,17:45,1,8,PROCUN,0,10,4,0,14
R3012O,2012,14:05,17:45,1,9,PROCUN,0,55,0,0,14
R3012O,2012,14:05,17:45,1,10,PROCUN,0,15,1,0,14
R3012O,2012,14:05,17:45,2,11,PROCUN,0,75,1,0,10
R3012O,2012,14:05,17:45,2,12,PROCUN,0,91,2,0,10
R3012O,2012,14:05,17:45,2,13,PROCUN,0,72,2,0,10
R3012O,2012,14:05,17:45,2,14,PROCUN,0,93,2,0,10
R3012O,2012,14:05,17:45,2,15,PROCUN,0,75,3,0,10
R3012O,2012,14:05,17:45,2,16,PROCUN,0,88,5,0,10
R3012O,2012,14:05,17:45,2,17,PROCUN,0,27,3,0,10
R3012O,2012,14:05,17:45,2,18,PROCUN,0,25,1,0,10
R3012O,2012,14:05,17:45,2,19,PROCUN,0,58,1,0,10
R3012O,2012,14:05,17:45,2,20,PROCUN,0,65,0,0,10
R3012O,2012,14:05,17:45,3,21,PROCUN,0,80,4,0,26
R3012O,2012,14:05,17:45,3,22,PROCUN,0,10,20,0,26
R3012O,2012,14:05,17:45,3,23,PROCUN,0,55,18,0,26
R3012O,2012,14:05,17:45,3,24,PROCUN,0,87,0.5,0,26
R3012O,2012,14:05,17:45,3,25,PROCUN,0,93,5,0,26
R3012O,2012,14:05,17:45,3,26,PROCUN,0,75,20,0,26
R3012O,2012,14:05,17:45,3,27,PROCUN,0,75,7,0,26
R3012O,2012,14:05,17:45,3,28,PROCUN,0,52,6,0,26
R3012O,2012,14:05,17:45,3,29,PROCUN,0,68,20,0,26
R3012O,2012,14:05,17:45,3,30,PROCUN,0,83,1,0,26
R3012O,2012,14:05,17:45,4,31,PROCUN,0,75,5,0,19
R3012O,2012,14:05,17:45,4,32,PROCUN,0,70,20,0,19
R3012O,2012,14:05,17:45,4,33,PROCUN,0,70,4,0,19
R3012O,2012,14:05,17:45,4,34,PROCUN,0,70,6,0,19
R3012O,2012,14:05,17:45,4,35,PROCUN,0,90,4,0,19
R3012O,2012,14:05,17:45,4,36,PROCUN,0,80,5,0,19
R3012O,2012,14:05,17:45,4,37,PROCUN,0,73,6,0,19
R3012O,2012,14:05,17:45,4,38,PROCUN,0,77,7,0,19
R3012O,2012,14:05,17:45,4,39,PROCUN,0,95,0.5,0,19
R3012O,2012,14:05,17:45,4,40,PROCUN,0,96,4,0,19
R3021O,2012,13:50,NA,1,1,PROCUN,0,63,2,0,36
R3021O,2012,14:50,NA,1,2,PROCUN,0,78,10,0,36
R3021O,2012,15:50,NA,1,3,PROCUN,0,90,7,0,36
R3021O,2012,16:50,NA,1,4,PROCUN,0,80,13,0,36
R3021O,2012,17:50,NA,1,5,PROCUN,0,30,20,0,36
R3021O,2012,18:50,NA,1,6,PROCUN,0,80,15,0,36
R3021O,2012,19:50,NA,1,7,PROCUN,0,53,13,0,36
R3021O,2012,20:50,NA,1,8,PROCUN,0,90,5,0,36
R3021O,2012,21:50,NA,1,9,PROCUN,0,85,5,0,36
R3021O,2012,22:50,NA,1,10,PROCUN,0,70,23,0,36
R3021O,2012,23:50,NA,2,11,PROCUN,0,80,4,0,31
R3021O,2012,0:50,NA,2,12,PROCUN,0,53,10,0,31
R3021O,2012,1:50,NA,2,13,PROCUN,0,88,1,0,31
R3021O,2012,2:50,NA,2,14,PROCUN,0,75,8,0,31
R3021O,2012,3:50,NA,2,15,PROCUN,0,50,6,0,31
R3021O,2012,4:50,NA,2,16,PROCUN,0,60,5,0,31
R3021O,2012,5:50,NA,2,17,PROCUN,0,50,3,0,31
R3021O,2012,6:50,NA,2,18,PROCUN,0,50,5,0,31
R3021O,2012,7:50,NA,2,19,PROCUN,0,80,6,0,31
R3021O,2012,8:50,NA,2,20,PROCUN,0,70,20,0,31
R3021O,2012,9:50,NA,3,21,PROCUN,0,55,10,0,27
R3021O,2012,10:50,NA,3,22,PROCUN,0,65,10,0,27
R3021O,2012,11:50,NA,3,23,PROCUN,0,63,15,0,27
R3021O,2012,12:50,NA,3,24,PROCUN,0,28,30,0,27
R3021O,2012,13:50,NA,3,25,PROCUN,0,26,6,0,27
R3021O,2012,14:50,NA,3,26,PROCUN,0,60,3,0,27
R3021O,2012,15:50,NA,3,27,PROCUN,0,38,20,0,27
R3021O,2012,16:50,NA,3,28,PROCUN,0,87,6,0,27
R3021O,2012,17:50,NA,3,29,PROCUN,0,43,15,0,27
R3021O,2012,18:50,NA,3,30,PROCUN,0,85,4,0,27
R3021O,2012,19:50,NA,4,31,PROCUN,0,80,12,0,15
R3021O,2012,20:50,NA,4,32,PROCUN,0,75,12,0,15
R3021O,2012,21:50,NA,4,33,PROCUN,0,83,2,0,15
R3021O,2012,22:50,NA,4,34,PROCUN,0,33,2,0,15
R3021O,2012,23:50,NA,4,35,PROCUN,0,60,8,0,15
R3021O,2012,0:50,NA,4,36,PROCUN,0,75,8,0,15
R3021O,2012,1:50,NA,4,37,PROCUN,0,56,6,0,15
R3021O,2012,2:50,NA,4,38,PROCUN,0,70,3,0,15
R3021O,2012,3:50,NA,4,39,PROCUN,0,48,7,0,15
R3021O,2012,4:50,NA,4,40,PROCUN,0,48,4,0,15
C2151O,2012,13:20,18:30,1,1,PROCUN,0,65,15,0,105
C2151O,2012,13:20,18:30,1,2,PROCUN,0,45,3,0,105
C2151O,2012,13:20,18:30,1,3,PROCUN,0,85,7,0,105
C2151O,2012,13:20,18:30,1,4,PROCUN,0,75,6,0,105
C2151O,2012,13:20,18:30,1,5,PROCUN,0,88,5,0,105
C2151O,2012,13:20,18:30,1,6,PROCUN,0,58,3,0,105
C2151O,2012,13:20,18:30,1,7,PROCUN,0,73,3,0,105
C2151O,2012,13:20,18:30,1,8,PROCUN,0,99,0.5,0,105
C2151O,2012,13:20,18:30,1,9,PROCUN,0,80,7,0,105
C2151O,2012,13:20,18:30,1,10,PROCUN,0,72,8,0,105
C2151O,2012,13:20,18:30,2,11,PROCUN,0,99,0.5,0,94
C2151O,2012,13:20,18:30,2,12,PROCUN,0,93,3,0,94
C2151O,2012,13:20,18:30,2,13,PROCUN,0,99,0.5,0,94
C2151O,2012,13:20,18:30,2,14,PROCUN,0,85,6,0,94
C2151O,2012,13:20,18:30,2,15,PROCUN,0,95,3,0,94
C2151O,2012,13:20,18:30,2,16,PROCUN,0,70,6,0,94
C2151O,2012,13:20,18:30,2,17,PROCUN,0,97,1,0,94
C2151O,2012,13:20,18:30,2,18,PROCUN,0,90,2,0,94
C2151O,2012,13:20,18:30,2,19,PROCUN,0,60,3,0,94
C2151O,2012,13:20,18:30,2,20,PROCUN,0,50,8,0,94
C2151O,2012,13:20,18:30,3,21,PROCUN,0,95,3,0,77
C2151O,2012,13:20,18:30,3,22,PROCUN,0,75,1,0,77
C2151O,2012,13:20,18:30,3,23,PROCUN,0,70,18,0,77
C2151O,2012,13:20,18:30,3,24,PROCUN,0,90,4,0,77
C2151O,2012,13:20,18:30,3,25,PROCUN,0,90,4,0,77
C2151O,2012,13:20,18:30,3,26,PROCUN,0,90,4,0,77
C2151O,2012,13:20,18:30,3,27,PROCUN,0,92,4,0,77
C2151O,2012,13:20,18:30,3,28,PROCUN,0,68,30,0,77
C2151O,2012,13:20,18:30,3,29,PROCUN,0,63,18,0,77
C2151O,2012,13:20,18:30,3,30,PROCUN,0,60,20,0,77
C2151O,2012,13:20,18:30,4,31,PROCUN,0,76,3,0,79
C2151O,2012,13:20,18:30,4,32,PROCUN,0,75,8,0,79
C2151O,2012,13:20,18:30,4,33,PROCUN,0,80,7,0,79
C2151O,2012,13:20,18:30,4,34,PROCUN,0,48,25,0,79
C2151O,2012,13:20,18:30,4,35,PROCUN,0,72,20,0,79
C2151O,2012,13:20,18:30,4,36,PROCUN,0,56,24,0,79
C2151O,2012,13:20,18:30,4,37,PROCUN,0,88,2,0,79
C2151O,2012,13:20,18:30,4,38,PROCUN,0,35,35,0,79
C2151O,2012,13:20,18:30,4,39,PROCUN,0,80,4,0,79
C2151O,2012,13:20,18:30,4,40,PROCUN,0,60,5,0,79
C2131O,2012,10:00,NA,1,1,PROCUN,0,90,4,0,67
C2131O,2012,10:00,NA,1,2,PROCUN,0,45,30,0,67
C2131O,2012,10:00,NA,1,3,PROCUN,0,10,35,0,67
C2131O,2012,10:00,NA,1,4,PROCUN,0,27,23,0,67
C2131O,2012,10:00,NA,1,5,PROCUN,0,85,4,0,67
C2131O,2012,10:00,NA,1,6,PROCUN,0,55,3,0,67
C2131O,2012,10:00,NA,1,7,PROCUN,0,63,5,0,67
C2131O,2012,10:00,NA,1,8,PROCUN,0,51,8,0,67
C2131O,2012,10:00,NA,1,9,PROCUN,0,80,2,0,67
C2131O,2012,10:00,NA,1,10,PROCUN,0,52,6,0,67
C2131O,2012,10:00,NA,2,11,PROCUN,0,55,20,0,67
C2131O,2012,10:00,NA,2,12,PROCUN,0,27,15,0,67
C2131O,2012,10:00,NA,2,13,PROCUN,0,53,30,0,67
C2131O,2012,10:00,NA,2,14,PROCUN,0,63,4,0,67
C2131O,2012,10:00,NA,2,15,PROCUN,0,45,5,0,67
C2131O,2012,10:00,NA,2,16,PROCUN,0,92,0.5,0,67
C2131O,2012,10:00,NA,2,17,PROCUN,0,39,0.5,0,67
C2131O,2012,10:00,NA,2,18,PROCUN,0,33,3,0,67
C2131O,2012,10:00,NA,2,19,PROCUN,0,40,15,0,67
C2131O,2012,10:00,NA,2,20,PROCUN,0,40,2,0,67
C2131O,2012,10:00,NA,3,21,PROCUN,0,50,3,0,84
C2131O,2012,10:00,NA,3,22,PROCUN,0,25,6,0,84
C2131O,2012,10:00,NA,3,23,PROCUN,0,80,4,0,84
C2131O,2012,10:00,NA,3,24,PROCUN,0,25,10,0,84
C2131O,2012,10:00,NA,3,25,PROCUN,0,40,8,0,84
C2131O,2012,10:00,NA,3,26,PROCUN,0,97,0.5,0,84
C2131O,2012,10:00,NA,3,27,PROCUN,0,51,3,0,84
C2131O,2012,10:00,NA,3,28,PROCUN,0,65,2,0,84
C2131O,2012,10:00,NA,3,29,PROCUN,0,50,5,0,84
C2131O,2012,10:00,NA,3,30,PROCUN,0,44,3,0,84
C2131O,2012,10:00,NA,4,31,PROCUN,0,35,20,0,94
C2131O,2012,10:00,NA,4,32,PROCUN,0,60,17,0,94
C2131O,2012,10:00,NA,4,33,PROCUN,0,70,1,0,94
C2131O,2012,10:00,NA,4,34,PROCUN,0,30,4,0,94
C2131O,2012,10:00,NA,4,35,PROCUN,0,68,2,0,94
C2131O,2012,10:00,NA,4,36,PROCUN,0,90,4,0,94
C2131O,2012,10:00,NA,4,37,PROCUN,0,68,3,0,94
C2131O,2012,10:00,NA,4,38,PROCUN,0,50,2,0,94
C2131O,2012,10:00,NA,4,39,PROCUN,0,15,20,0,94
C2131O,2012,10:00,NA,4,40,PROCUN,0,70,6,0,94
C2111O,2012,10:05,12:40,1,1,PROCUN,0,43,2,0,76
C2111O,2012,10:05,12:40,1,2,PROCUN,0,79,4,0,76
C2111O,2012,10:05,12:40,1,3,PROCUN,0,33,4,0,76
C2111O,2012,10:05,12:40,1,4,PROCUN,0,93,3,0,76
C2111O,2012,10:05,12:40,1,5,PROCUN,0,63,20,0,76
C2111O,2012,10:05,12:40,1,6,PROCUN,0,68,12,0,76
C2111O,2012,10:05,12:40,1,7,PROCUN,0,75,9,0,76
C2111O,2012,10:05,12:40,1,8,PROCUN,0,42,29,0,76
C2111O,2012,10:05,12:40,1,9,PROCUN,0,70,17,0,76
C2111O,2012,10:05,12:40,1,10,PROCUN,0,67,2,0,76
C2111O,2012,10:05,12:40,2,11,PROCUN,0,60,1,0,78
C2111O,2012,10:05,12:40,2,12,PROCUN,0,32,4,0,78
C2111O,2012,10:05,12:40,2,13,PROCUN,0,48,13,0,78
C2111O,2012,10:05,12:40,2,14,PROCUN,0,48,4,0,78
C2111O,2012,10:05,12:40,2,15,PROCUN,0,80,3,0,78
C2111O,2012,10:05,12:40,2,16,PROCUN,0,24,10,0,78
C2111O,2012,10:05,12:40,2,17,PROCUN,0,80,5,0,78
C2111O,2012,10:05,12:40,2,18,PROCUN,0,25,40,0,78
C2111O,2012,10:05,12:40,2,19,PROCUN,0,97,2,0,78
C2111O,2012,10:05,12:40,2,20,PROCUN,0,65,8,0,78
C2111O,2012,10:05,12:40,3,21,PROCUN,0,55,19,0,78
C2111O,2012,10:05,12:40,3,22,PROCUN,0,58,9,0,78
C2111O,2012,10:05,12:40,3,23,PROCUN,0,73,8,0,78
C2111O,2012,10:05,12:40,3,24,PROCUN,0,67,4,0,78
C2111O,2012,10:05,12:40,3,25,PROCUN,0,54,22,0,78
C2111O,2012,10:05,12:40,3,26,PROCUN,0,57,2,0,78
C2111O,2012,10:05,12:40,3,27,PROCUN,0,76,9,0,78
C2111O,2012,10:05,12:40,3,28,PROCUN,0,79,4,0,78
C2111O,2012,10:05,12:40,3,29,PROCUN,0,51,34,0,78
C2111O,2012,10:05,12:40,3,30,PROCUN,0,77,22,0,78
C2111O,2012,10:05,12:40,4,31,PROCUN,0,16,4,0,56
C2111O,2012,10:05,12:40,4,32,PROCUN,0,78,7,0,56
C2111O,2012,10:05,12:40,4,33,PROCUN,0,38,13,0,56
C2111O,2012,10:05,12:40,4,34,PROCUN,0,58,9,0,56
C2111O,2012,10:05,12:40,4,35,PROCUN,0,75,18,0,56
C2111O,2012,10:05,12:40,4,36,PROCUN,0,50,5,0,56
C2111O,2012,10:05,12:40,4,37,PROCUN,0,83,10,0,56
C2111O,2012,10:05,12:40,4,38,PROCUN,0,49,30,0,56
C2111O,2012,10:05,12:40,4,39,PROCUN,0,53,20,0,56
C2111O,2012,10:05,12:40,4,40,PROCUN,0,40,15,0,56
C2101O,2012,14:00,16:30,1,1,PROCUN,0,20,6,0,54
C2101O,2012,14:00,16:30,1,2,PROCUN,0,22,20,0,54
C2101O,2012,14:00,16:30,1,3,PROCUN,0,25,30,0,54
C2101O,2012,14:00,16:30,1,4,PROCUN,0,20,13,0,54
C2101O,2012,14:00,16:30,1,5,PROCUN,0,25,1,0,54
C2101O,2012,14:00,16:30,1,6,PROCUN,0,25,2,0,54
C2101O,2012,14:00,16:30,1,7,PROCUN,0,20,8,0,54
C2101O,2012,14:00,16:30,1,8,PROCUN,0,50,3,0,54
C2101O,2012,14:00,16:30,1,9,PROCUN,0,40,4,0,54
C2101O,2012,14:00,16:30,1,10,PROCUN,0,10,18,0,54
C2101O,2012,14:00,16:30,2,11,PROCUN,0,58,6,0,64
C2101O,2012,14:00,16:30,2,12,PROCUN,0,45,3,0,64
C2101O,2012,14:00,16:30,2,13,PROCUN,0,50,4,0,64
C2101O,2012,14:00,16:30,2,14,PROCUN,0,40,2,0,64
C2101O,2012,14:00,16:30,2,15,PROCUN,0,26,10,0,64
C2101O,2012,14:00,16:30,2,16,PROCUN,0,38,3,0,64
C2101O,2012,14:00,16:30,2,17,PROCUN,0,35,15,0,64
C2101O,2012,14:00,16:30,2,18,PROCUN,0,27,6,0,64
C2101O,2012,14:00,16:30,2,19,PROCUN,0,43,1,0,64
C2101O,2012,14:00,16:30,2,20,PROCUN,0,26,2,0,64
C2101O,2012,14:00,16:30,3,21,PROCUN,0,10,3,0,82
C2101O,2012,14:00,16:30,3,22,PROCUN,0,51,7,0,82
C2101O,2012,14:00,16:30,3,23,PROCUN,0,61,6,0,82
C2101O,2012,14:00,16:30,3,24,PROCUN,0,14,10,0,82
C2101O,2012,14:00,16:30,3,25,PROCUN,0,51,7,0,82
C2101O,2012,14:00,16:30,3,26,PROCUN,0,54,2,0,82
C2101O,2012,14:00,16:30,3,27,PROCUN,0,42,5,0,82
C2101O,2012,14:00,16:30,3,28,PROCUN,0,73,4,0,82
C2101O,2012,14:00,16:30,3,29,PROCUN,0,69,4,0,82
C2101O,2012,14:00,16:30,3,30,PROCUN,0,85,3,0,82
C2101O,2012,14:00,16:30,4,31,PROCUN,0,60,10,0,52
C2101O,2012,14:00,16:30,4,32,PROCUN,0,55,1,0,52
C2101O,2012,14:00,16:30,4,33,PROCUN,0,57,4,0,52
C2101O,2012,14:00,16:30,4,34,PROCUN,0,26,4,0,52
C2101O,2012,14:00,16:30,4,35,PROCUN,0,71,2,0,52
C2101O,2012,14:00,16:30,4,36,PROCUN,0,73,3,0,52
C2101O,2012,14:00,16:30,4,37,PROCUN,0,90,1,0,52
C2101O,2012,14:00,16:30,4,38,PROCUN,0,72,0.5,0,52
C2101O,2012,14:00,16:30,4,39,PROCUN,0,60,4,0,52
C2101O,2012,14:00,16:30,4,40,PROCUN,0,33,10,40,52
C2071O,2012,10:00,NA,1,1,PROCUN,0,90,10,0,71
C2071O,2012,10:00,NA,1,2,PROCUN,0,58,3,0,71
C2071O,2012,10:00,NA,1,3,PROCUN,0,96,2,0,71
C2071O,2012,10:00,NA,1,4,PROCUN,0,65,3,0,71
C2071O,2012,10:00,NA,1,5,PROCUN,0,69,15,0,71
C2071O,2012,10:00,NA,1,6,PROCUN,0,35,40,0,71
C2071O,2012,10:00,NA,1,7,PROCUN,0,67,15,0,71
C2071O,2012,10:00,NA,1,8,PROCUN,0,70,13,0,71
C2071O,2012,10:00,NA,1,9,PROCUN,0,56,23,0,71
C2071O,2012,10:00,NA,1,10,PROCUN,0,74,13,0,71
C2071O,2012,10:00,NA,2,11,PROCUN,0,68,4,0,82
C2071O,2012,10:00,NA,2,12,PROCUN,0,53,5,0,82
C2071O,2012,10:00,NA,2,13,PROCUN,0,48,4,30,82
C2071O,2012,10:00,NA,2,14,PROCUN,0,27,20,0,82
C2071O,2012,10:00,NA,2,15,PROCUN,0,43,32,0,82
C2071O,2012,10:00,NA,2,16,PROCUN,0,35,28,0,82
C2071O,2012,10:00,NA,2,17,PROCUN,0,60,6,0,82
C2071O,2012,10:00,NA,2,18,PROCUN,0,73,10,0,82
C2071O,2012,10:00,NA,2,19,PROCUN,0,85,7,0,82
C2071O,2012,10:00,NA,2,20,PROCUN,0,78,7,0,82
C2071O,2012,10:00,NA,3,21,PROCUN,0,71,10,0,105
C2071O,2012,10:00,NA,3,22,PROCUN,0,89,6,0,105
C2071O,2012,10:00,NA,3,23,PROCUN,0,60,16,0,105
C2071O,2012,10:00,NA,3,24,PROCUN,0,59,20,0,105
C2071O,2012,10:00,NA,3,25,PROCUN,0,79,16,0,105
C2071O,2012,10:00,NA,3,26,PROCUN,0,75,3,0,105
C2071O,2012,10:00,NA,3,27,PROCUN,0,89,8,0,105
C2071O,2012,10:00,NA,3,28,PROCUN,0,90,4,0,105
C2071O,2012,10:00,NA,3,29,PROCUN,0,38,2,54,105
C2071O,2012,10:00,NA,3,30,PROCUN,0,62,22,0,105
C2071O,2012,10:00,NA,4,31,PROCUN,0,49,14,0,83
C2071O,2012,10:00,NA,4,32,PROCUN,0,70,14,0,83
C2071O,2012,10:00,NA,4,33,PROCUN,0,44,9,0,83
C2071O,2012,10:00,NA,4,34,PROCUN,0,85,11,0,83
C2071O,2012,10:00,NA,4,35,PROCUN,0,58,21,0,83
C2071O,2012,10:00,NA,4,36,PROCUN,0,39,20,0,83
C2071O,2012,10:00,NA,4,37,PROCUN,0,35,59,0,83
C2071O,2012,10:00,NA,4,38,PROCUN,0,60,19,0,83
C2071O,2012,10:00,NA,4,39,PROCUN,0,41,31,0,83
C2071O,2012,10:00,NA,4,40,PROCUN,0,27,18,29,83
C2061O,2012,NA,NA,1,1,PROCUN,0,48,20,0,86
C2061O,2012,NA,NA,1,2,PROCUN,0,70,8,0,86
C2061O,2012,NA,NA,1,3,PROCUN,0,90,2,0,86
C2061O,2012,NA,NA,1,4,PROCUN,0,72,9,0,86
C2061O,2012,NA,NA,1,5,PROCUN,0,80,3,0,86
C2061O,2012,NA,NA,1,6,PROCUN,0,50,2,0,86
C2061O,2012,NA,NA,1,7,PROCUN,0,68,6,0,86
C2061O,2012,NA,NA,1,8,PROCUN,0,73,10,0,86
C2061O,2012,NA,NA,1,9,PROCUN,0,75,8,0,86
C2061O,2012,NA,NA,1,10,PROCUN,0,58,18,0,86
C2061O,2012,NA,NA,2,11,PROCUN,0,40,20,0,65
C2061O,2012,NA,NA,2,12,PROCUN,0,55,22,0,65
C2061O,2012,NA,NA,2,13,PROCUN,0,13,60,0,65
C2061O,2012,NA,NA,2,14,PROCUN,0,96,2,0,65
C2061O,2012,NA,NA,2,15,PROCUN,0,75,10,0,65
C2061O,2012,NA,NA,2,16,PROCUN,0,88,8,0,65
C2061O,2012,NA,NA,2,17,PROCUN,0,35,18,0,65
C2061O,2012,NA,NA,2,18,PROCUN,0,70,12,0,65
C2061O,2012,NA,NA,2,19,PROCUN,0,75,8,0,65
C2061O,2012,NA,NA,2,20,PROCUN,0,77,8,0,65
C2061O,2012,NA,NA,3,21,PROCUN,0,31,29,0,54
C2061O,2012,NA,NA,3,22,PROCUN,0,46,41,0,54
C2061O,2012,NA,NA,3,23,PROCUN,0,48,15,0,54
C2061O,2012,NA,NA,3,24,PROCUN,0,47,31,0,54
C2061O,2012,NA,NA,3,25,PROCUN,0,63,15,0,54
C2061O,2012,NA,NA,3,26,PROCUN,0,54,14,0,54
C2061O,2012,NA,NA,3,27,PROCUN,0,65,10,0,54
C2061O,2012,NA,NA,3,28,PROCUN,0,58,9,0,54
C2061O,2012,NA,NA,3,29,PROCUN,0,86,4,0,54
C2061O,2012,NA,NA,3,30,PROCUN,0,52,13,0,54
C2061O,2012,NA,NA,4,31,PROCUN,0,40,53,0,68
C2061O,2012,NA,NA,4,32,PROCUN,0,50,4,0,68
C2061O,2012,NA,NA,4,33,PROCUN,0,51,20,0,68
C2061O,2012,NA,NA,4,34,PROCUN,0,61,13,0,68
C2061O,2012,NA,NA,4,35,PROCUN,0,71,12,0,68
C2061O,2012,NA,NA,4,36,PROCUN,0,79,16,0,68
C2061O,2012,NA,NA,4,37,PROCUN,0,67,15,0,68
C2061O,2012,NA,NA,4,38,PROCUN,0,68,3,0,68
C2061O,2012,NA,NA,4,39,PROCUN,0,85,3,0,68
C2061O,2012,NA,NA,4,40,PROCUN,0,30,4,0,68
R2092O,2012,16:15,18:20,1,1,PROCUN,0,65,1,0,57
R2092O,2012,16:15,18:20,1,2,PROCUN,0,80,3,0,57
R2092O,2012,16:15,18:20,1,3,PROCUN,0,93,18,0,57
R2092O,2012,16:15,18:20,1,4,PROCUN,0,60,8,0,57
R2092O,2012,16:15,18:20,1,5,PROCUN,0,70,5,0,57
R2092O,2012,16:15,18:20,1,6,PROCUN,0,83,4,0,57
R2092O,2012,16:15,18:20,1,7,PROCUN,0,85,4,0,57
R2092O,2012,16:15,18:20,1,8,PROCUN,0,84,7,0,57
R2092O,2012,16:15,18:20,1,9,PROCUN,0,80,2,0,57
R2092O,2012,16:15,18:20,1,10,PROCUN,0,92,5,0,57
R2092O,2012,16:15,18:20,2,11,PROCUN,0,78,3,0,67
R2092O,2012,16:15,18:20,2,12,PROCUN,0,55,3,0,67
R2092O,2012,16:15,18:20,2,13,PROCUN,0,70,4,0,67
R2092O,2012,16:15,18:20,2,14,PROCUN,0,70,3,0,67
R2092O,2012,16:15,18:20,2,15,PROCUN,0,85,3,0,67
R2092O,2012,16:15,18:20,2,16,PROCUN,0,96,1,0,67
R2092O,2012,16:15,18:20,2,17,PROCUN,0,97,1,0,67
R2092O,2012,16:15,18:20,2,18,PROCUN,0,97,3,0,67
R2092O,2012,16:15,18:20,2,19,PROCUN,0,96,3,0,67
R2092O,2012,16:15,18:20,2,20,PROCUN,0,89,3,0,67
R2092O,2012,16:15,18:20,3,21,PROCUN,0,79,2,0,21
R2092O,2012,16:15,18:20,3,22,PROCUN,0,62,1,0,21
R2092O,2012,16:15,18:20,3,23,PROCUN,0,83,3,0,21
R2092O,2012,16:15,18:20,3,24,PROCUN,0,84,0.5,0,21
R2092O,2012,16:15,18:20,3,25,PROCUN,0,84,2,0,21
R2092O,2012,16:15,18:20,3,26,PROCUN,0,94,0.5,0,21
R2092O,2012,16:15,18:20,3,27,PROCUN,0,92,2,0,21
R2092O,2012,16:15,18:20,3,28,PROCUN,0,90,3,0,21
R2092O,2012,16:15,18:20,3,29,PROCUN,0,92,0.5,0,21
R2092O,2012,16:15,18:20,3,30,PROCUN,0,78,4,0,21
R2092O,2012,16:15,18:20,4,31,PROCUN,0,69,1,0,7
R2092O,2012,16:15,18:20,4,32,PROCUN,0,22,1,0,7
R2092O,2012,16:15,18:20,4,33,PROCUN,0,29,2,0,7
R2092O,2012,16:15,18:20,4,34,PROCUN,0,78,3,0,7
R2092O,2012,16:15,18:20,4,35,PROCUN,0,61,0.5,0,7
R2092O,2012,16:15,18:20,4,36,PROCUN,0,80,2,0,7
R2092O,2012,16:15,18:20,4,37,PROCUN,0,74,1,0,7
R2092O,2012,16:15,18:20,4,38,PROCUN,0,80,3,0,7
R2092O,2012,16:15,18:20,4,39,PROCUN,0,80,1,0,7
R2092O,2012,16:15,18:20,4,40,PROCUN,0,80,3,0,7
